"id"|"title"|"unsigned_title"|"lyric"|"rhythm_id"|"composer_id"|"singer_id"|"level_id"|"melody_id"|"create_date"|"create_by"|"update_date"|"update_by"|"status"|"music_link"
"58"|"Cát Bụi"|"cat bui"|"Hạt bụi [Em]nào hóa kiếp thân tôi. 
Để một [Am]mai vươn hình hài lớn [Em]dậy 
[B7]Ôi cát bụi tuyệt [Am]vời 
Mặt trời [B7]soi một kiếp rong [B7]chơi 

Hạt bụi [Em]nào hóa kiếp thân tôi 
Để một [Am]mai tôi về làm cát [Em]bụi 
[B7]Ôi cát bụi mệt [Am]nhoài 
Tiếng động [B7]nào gõ nhịp không [Em]nguôi 

Bao nhiêu [E]năm làm kiếp con [E]người 
Chợt một [E7]chiều tóc trắng như [F#m]vôi 
Lá [A]úa trên cao rụng [B7]đầy 
Cho trăm [C#m]năm vào chết một [Em]ngày 

Mặt trời [Em]nào soi sáng tim tôi 
Để tình [Am]yêu xay mòn thành đá [Em]cuội 
[B7]Xin úp mặt bùi [Am]ngùi 
Từng ngày [B7]qua mỏi ngóng tin [B7]vui 

Cụm rừng [Em]nào lá xác xơ cây 
Từ vực [Am]sâu nghe lời mời đã [Em]dậy 
[B7]Ôi cát bụi phận [Am]này 
Vết mực [B7]nào xóa bỏ không [Em]hay... "|NULL|"45"|"94"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Cat-Bui-Khanh-Ly/ZWZAA7F6.html"
"59"|"Cây Đàn Sinh Viên"|"cay dan sinh vien"|"[Am]Đời sinh viên có [G]cây đàn [Am]guitar 
[F]Đàn ngân lên chúng [C]ta cùng hòa ca 
[Dm]Có anh bạn xa [Am]nhà 
[F]Có cô [G]bạn nhớ [C]cha 
[Em]Cất vang cùng lời [Am]ca 

[Am]Đời sinh viên quý [G]cây đàn [Am]guitar 
[F]Nhờ guitar mới [C]quen nàng mời ca 
[Dm]Buông tiếng đàn, tang tình tang [Am]tính 
[F]Hát lên [G]bài nhớ [C]thương 
[Em]Thương mến tình đồng [Am]hương 

[F]Đời sinh viên, sống [G]trong tình bạn [C]thân 
Khi [D]anh thấy buồn [Am]tôi nâng phím đàn 
[D]Tính tang tình tình [Am]tang 
[F]Cùng dắt nhau [G]qua những ngày gian [C]khó 
[F]Cùng dắt [G]nhau qua quãng [Am]đời sinh viên 

[F]Rồi mai đây, bước [G]danh lợi phồn [C]hoa 
Khi [D]nghe tiếng đàn [Am]ta nhớ năm nào 
[D]Thức suốt đêm dài những ngày thi [Am]đến 
[F]Giờ nhớ [G]nhau ,nhớ nhau thật [C]nhiều 
[F]Giờ nhớ [G]nhau , ta ôm đàn [Am]guitar… "|NULL|"95"|"29"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Cay-Dan-Sinh-Vien-My-Tam/ZW60FD9W.html"
"60"|"Chiều Thùy Dương"|"chieu thuy duong"|"[Dm]Chiều dần buông màu [Gm]tím 
vẳng bên sông lời [A7]hát êm [Dm]đềm 
[Dm]Hòa với tiếng đàn [Gm]đêm 
chập chờn [C7]đi về xa phía chân [F]trời 

[F]Cất tiếng hát bước chân [Gm]đi 
cùng ngồi [C7]bên thùy dương mờ in [F]bóng 
[Dm]Nhìn bầu trời sao lấp [Gm]lánh 
nói với [A7]nhau lời nói tâm [Dm]tình 

[Dm]Nhìn mấy cánh hoa trắng [Gm]rơi , 
lòng ngập [C7]ngừng nghe trái tim bồi [F]hồi 
[Dm]Này cành thùy dương yêu [Gm]mến , 
biết chăng [A7]em vì cớ sao [Dm]buồn "|NULL|"41"|NULL|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Cay-thuy-duong-Tinh-ca-Nga/IWZC068B.html"
"61"|"Chân Tình"|"chan tinh"|"Mùa xuân vừa [Dm] đến hoa về trên những bàn [Gm] tay
Và em vừa [C] đến thay [A] màu áo mới vì [Dm] anh
Nguyện cho ngày [Bb] tháng êm [Gm] đềm như những sớm [Eb] mai
[Em] Những nhọc [C] nhằn chớm [F] quen [Bb] vẫn trong ngần mắt [A] em
... [C#] đang nhìn [A7] về [Dm] anh

Và anh lại [Dm] nhớ những giờ em đứng chờ [Gm] trông
Một mình lặng [C] lẽ ướt [A] lạnh trong mưa vì [Dm] anh
Tình yêu tìm [Bb] thấy nguyên [Gm] vẹn trong đêm bão [Eb] giông
[Em] Giữa hoang [C] tàn lãng [F] quên [Bb] nơi cuối đường có [A] em
... [C#] riêng chờ [A7] đợi [Dm] anh

[Dm] Như chưa từng [Gm] có những phút lìa [C] xa
Giấu gương mặt [F] trên vai anh khóc [Bb] òa
Những con đường [Gm] anh đi rồi cũng [F] đưa anh về bên [A7] em

[Dm] Như anh được [Gm] sống giây phút đầu [C] tiên
Có em tận [F] đến những giây cuối [Bb] cùng
Suốt cuộc đời [Gm] anh không quên chân [A7] tình dành hết cho [Dm] em.
"|NULL|"97"|"96"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chan-Tinh-Van-Truong/ZWZDDDWI.html"
"62"|"Chia Tay Hoàng Hôn"|"chia tay hoang hon"|"Anh phải về [Em]thôi , xa em [Em]thôi 
Hoàng hôn yên [Em]lặng cũng theo [Em]về 
Giọt nắng cuối [C]ngày rơi xuống tóc 
Mà lời từ [B7]biệt chẳng lên [Em]môi 

Anh phải về [B7]thôi xa em [C]thôi 
Xa hàng [Em]cây đêm hẹn hò ta [Am]ngồi 
Hoa khế [Em]rụng kín ngăn lối [C]nhỏ 
Để lòng [B7]ta xao [C]xuyến bồi [Em]hồi 

Chia tay em chia tay hoàng hôn 
Chia tay [C]em chia tay hoàng [Em]hôn 
Anh mang theo [Em]về tình yêu và nỗi [Em]nhớ 
Anh mang theo [C]về con tim cô [Am]đơn 

Chia tay em chia tay hoàng [Am]hôn 
Chia tay [Em]em chia tay hàng [B7]cây 
Gửi lại cho [C]em trái tim thắp [Am]lửa 
Gửi lại cho [B7]em một [C]nửa [B7]vầng [Em]trăng "|NULL|"98"|"99"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chia-Tay-Hoang-Hon-Thanh-Ha/ZWZC0C96.html"
"63"|"Chiếc Áo Bà Ba"|"chiec ao ba ba"|"Chiếc áo bà [D]ba trên giòng sông thăm [Am]thẳm 
Thấp thoáng con [G]xuồng bé nhỏ mong [C]manh 
Nón lá đội [D]nghiêng tóc dài con nước [Am]đổ 
Hậu Giang [Em]ơi em vẫn đẹp ngàn [Am]đời 

Nhớ chiếc xuồng [D]xưa năm nào trên bến [Am]cũ 
Thương lắm câu [G]hò réo gọi khách sang [C]sông 
Áo trắng xuồng [D]đưa mắt cười em khẽ [Am]gọi 
Người thương [Em]ơi em vẫn đợi [Am]chờ 

Đẹp quá quê [C]hương hôm nay đẹp vô [Am]ngần 
Về Sóc Trăng [G]hôm nay khai điệu Lâm [Am]Thôn 
Đàn én chao [C]nghiêng xôn xao mùa lúa [Am]nhiều 
Về bến Ninh [G]Kiều thấy chàng đợi người [Am]yêu 

Em xinh [D]tươi trong chiếc áo bà [Am]ba 
Em đi mau kẻo trễ chuyến phà đêm 
Qua bến Bắc Cần Thơ 
Hậu Giang ơi nước xuôi xuôi một dòng 
Dẫu qua đây một lần 
Nói sao cho vừa lòng 
Nói sao cho vừa [Am]thương "|NULL|"101"|"100"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chiec-Ao-Ba-Ba-Cam-Ly/IWZAO6B0.html"
"64"|"Chiều Một Mình Qua Phố "|"chieu mot minh qua pho "|"Chiều một [Cm]mình qua phố âm thầm nhớ nhớ tên [Fm]em 
Có [Ab]khi nắng khuya chưa [G]lên 
Mà [G]một loài hoa chợt [Cm]tím 
Chiều một [Cm]mình qua phố âm thầm nhớ nhớ tên [Fm]em 
Gót [Ab]chân đôi khi đã [Fm]mềm 
Gọi [G]buồn cho mình nhớ [Cm]tên 

Chiều [Cm]qua bao nhiêu lần môi [Eb]cười 
Cho [C]mình còn nhớ [Fm]nhau 
Chiều [Cm]qua bao nhiêu lần tay [Eb]mời 
Nghe [Cm]buồn ghé môi [G]sầu. 
Ngày [Eb]nào mình còn có [Fm]nhau xin cho dài [G]lâu 
Ngày [Eb]nào đời thôi có [Fm]nhau xin [G]người biết [Cm]đau. 

Chiều một [Cm]mình qua phố âm thầm nhớ nhớ tên [Fm]em 
Gió [Ab]ơi gió ơi bay [G]lên để bụi [G]đường cay lòng [Cm]mắt 
Chiều một [Cm]mình qua phố âm thầm nhớ nhớ tên [Fm]em 
Áo [Ab]xưa chưa quen phong [Fm]trần 
Đợi [G]mùa thu vàng áo [Cm]thêm. 

Chiều một [Fm]mình qua phố âm thầm nhớ nhớ tên [Bbm]em 
Bước [C#]chân nghe [C]quen cũng [Bbm]buồn 
Lạy [C]trời xin [C#]còn tuổi [Fm]xanh 
Còn một [Cm]mình trên phố âm thầm nhớ nhớ tên [Fm]em 
Ngoài [Ab]kia không còn nắng [G]mềm 
Ngoài [Fm]kia [G]ai còn nhớ [Cm][2 times]tên "|NULL|"45"|"35"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chieu-Mot-Minh-Qua-Pho-Tuan-Ngoc/IWZ98EZ8.html"
"66"|"Cho Con "|"cho con "|"Ba [G]sẽ là cánh [D]chim 
Đưa [Em]con đi thật [D]xa 
Mẹ [Am]sẽ là cành [C]hoa 
Cho [D7]con cài lên [G]ngực 

Ba mẹ là lá [Am]chắn 
Che chở suốt đời [G]con 
Vì [C]con là con [D]ba 
Con [Am]của ba rất [D]ngoan 
Vì [Am]con là con [D]mẹ 
Con của mẹ rất [G]hiền 

Ngày [G7]mai con khôn [C]lớn 
Bay đi khắp mọi [D7]miền 
Con đừng quên con [Am]nhé 
Ba [D7]Mẹ là Quê [G]Hương "|NULL|"103"|"102"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Cho-Con-Thanh-Thao/IWZ96ZF7.html"
"67"|"Chợt Nhớ Tên Anh"|"chot nho ten anh"|"Đưa em [Am]về bên giấc mơ xanh 
Khờ dại [Dm]thế cỏ vẫn xanh màu [E7]ngọc 
Có nỗi [F]buồn lang thang như ngọn [Dm]gió 
Cuối con [E7]đường mưa trắng không [Am]em 

[Am] Mưa xuân quên làn tóc em [C]bay 
Đừng ướp [Dm]mật cho những lời gian [E7]dối 
Nỗi buồn không [Dm]tên nỗi buồn mắc [E7]lỗi 
Thánh ca [E7]lòng thương nhớ nỗi rêu [Am]phong 

Không còn màu [A]xanh chỉ có mình [F#m]anh 
Vi vút [C#m]bóng đổ dài loang loáng [D]ướt 
Câu thơ không [Bm]tên , câu thơ bất [E]diệt 
Có lẽ là thơ viết dưới cơn [A]mưa 

Em không [A]về phố vẫn như [F#m]xưa 
Bàng đỏ [C#m]lá như mùa xuân vẫn [E]thế 
Viễn xứ xa [D]xôi em như là có [E]thể 
Có thể [E]về có thể sẽ ra [A]đi 

Đừng đặt [A]tên nỗi nhớ làm [F#m]chi 
Hãy để [C#m]gió ru em vào cõi [E]ngủ 
Giấc mơ [D]xanh , giấc mơ xanh đến [E]thế 
Có khi [E]nào em chợt nhớ tên [A]anh "|NULL|NULL|"104"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chot-Nho-Ten-Anh-Nguyen-Hoang/IW60EOE8.html"
"68"|"Chuyện Hẹn Hò"|"chuyen hen ho"|"Hẹn chiều [D]nay mà sao không thấy em 
Gió hiu [A7]hiu, lòng bỗng nghe lạnh [D]thêm. 
Chiều mù [Em]sương hay mù khói thuốc anh? 
Em không [A7]lại anh nhủ lòng sao đây? 

Em cứ hẹn chiều [D]mai rồi lại không thấy em. 
Áo ai [A7]xanh hờ hững đi vào [D]đêm. 
Đợi một [Em]giây nghe bằng thế kỷ sầu 
Em mới yêu lần [A7]đầu, anh đã yêu lần [D]sau. 

Chắc tại [Bm]chiều hôm nay không còn nắng 
Để thêm [D]hồng đôi má thắm giai [Em]nhân. 
Chắc tại [A7]mưa nơi vùng xa tít [Em]đó, 
Sợ mưa [A]lạc đường làm ướt áo em [D]anh. 
Hay tại [Bm]ngày hôm kia em gần khóc 
Anh [D]vụng về quên lau mắt thu [Em]mưa. 
Thôi em cứ [A7]hẹn nhưng em đừng đến [Em]nhé 
Để anh [A7]buồn như anh chàng làm thơ. 

Em có hay trời [D]buồn trời chuyển mưa đó không? 
Biết yêu [A7]em là biết nghe chờ [D]mong. 
Chuyện tình [A7]yêu muôn đời kiếp đến [Em]nay, 
Nàng cứ quên hẹn [A7]hoài, chàng cứ mong chờ [D]ai "|NULL|"101"|"79"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chuyen-Hen-Ho-Quang-Le/ZWZB9EBC.html"
"69"|"Cô Bé Dỗi Hờn "|"co be doi hon "|"[G]Chiều hôm nay vừa [Am]tan buổi học 
[D]Em lơ ngơ ra [G]trước sân trường 
[E7]Dường như anh đứng [Am]đó bao giờ 
[D7]Đợi chờ em rất [D]lâu 

[G]Lòng em như mùa [Am]Xuân -đến gần 
[D]Nhưng con tim sao [G]cứ ngập ngừng 
[E7]Vì sao anh không [Am]nói bao giờ 
[D7]Lời yêu em đắm [G]say 

Em ghét anh gọi [Am]em cô bé 
[D7]Nên thấy anh em vờ [G]như không thấy 
[Em]Em bắt anh làm cái [Am]đuôi em đó 
[D7]Xem rất tội [D]nghiệp 

[G]Anh có theo hàng [Am]trăm cây số 
[D7]Em vẫn không thèm [G]quen anh đó 
[Em]Em ngó lơ dù lòng [Am]nghe xao xuyến 
[D7]Đáng đời anh [G]chưa 
[D7]Đáng đời anh [G]chưa "|NULL|"39"|"105"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Co-Be-Doi-Hon-Quang-Vinh/IWZ96WCC.html"
"70"|"Con Đường Xưa Em Đi"|"con duong xua em di"|"Con đường xưa em [Am]đi, 
vàng lên mái tóc [Dm]thề, ngõ hồn dâng tái [Am]tê 
Anh làm thơ vu [Dm]quy, 
khách qua đường lắng [E7]nghe chuyện tình ta đã ghi 

Những mùa trăng vu [Am]quy, 
vì mưa gió không [Dm]về, chiến trường anh bước [Am]đi 
Có nàng hoen đôi [Dm]mi, 
ngóng theo đường vắng [E7]hoe ...Hỏi còn ai cố [Am]tri 

Em [Am]ơi! nhìn gió lên [C]khơi, 
lòng có trông vời một người xa cuối trời? 
Nơi [Am]đây phiên gác canh [Dm]dài, 
e ấp đôi [F]lời mình còn nhớ thương [Am]hoài 

Em [Am]ơi! màu áo phong [C]sương, 
mình ước huy hoàng được bàn tay chính nàng dâng [Am]hoa, dâng hết ân [Dm]tình 
Tình đến bao [F]giờ 
Hỏi đường xưa mà [E7]nhớ 

Con đường xưa em [Am]đi thời gian có quên [Dm]gì 
Đá mòn kia vẫn [Am]ghi, 
ghi một đêm trăng thanh quán bên đường vắng [E7]tênh 
Chỉ còn em với [Am]anh. "|NULL|"106"|"107"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Con-Duong-Xua-Em-Di-Thanh-Tuyen/ZWZCC7AW.html"
"71"|"Cô Gái Đến Từ Hôm Qua "|"co gai den tu hom qua "|"Và rồi ta [C]hứa sẽ quay trở [Am]lại 
Vào một ngày [Em]mai như hai ngừoi [F]bạn 
Một [G]ngày đã quên tát [Em]cả lại nhơ về [Am]nhau 
Cùng năm [F]tháng còn ấu [C]thơ 

và ngày hôm [C]nay anh như đứa [Am]trẻ, 
của ngày hôm qua Em] xa xôi tìm [F]vè 
Lời [G]thề tựa như ánh [Em]lửa sửoi ấm lòng [Am]anh 
Như chính [Dm]em cô [G]gái đến từ hôm [Am]qua 

Tình yêu giờ trôi [C]xa dư âm để [Am]lại 
Và nếu thuộc [Em]về nhau em sẽ trở [F]lại 
Và Anh đuợc [Dm]thấy hoa rơi như cơn [G]mưa tươi thắm [C]những con đường 

Duờng như là vẫn [C]thế em không trở [Am]lại 
Mãi mãi là như [Em]thế anh không trẻ [F]lại 
Dòng thời gian [Dm ]trôi như ánh sao [G]băng 
Trong khoảnh [E9]khắc qua chúng [Am]ta 
Nhiều năm xa hạnh [F]phúc anh muốn bên [G]em 
Cuộc đời này dù [E9]ngắn nỗi nhớ quá [Am]dài 
Và cũng đã đủ [Dm]lớn để mong bé [G]lại như [C]ngày hôm qua "|NULL|"97"|"29"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Co-Gai-Den-Tu-Hom-Qua-My-Tam/IWZDZEC9.html"
"72"|"Cô Gái Mở Đường"|"co gai mo duong"|"G] Đi [D] dưới trời [G] khuya sao đêm lấp [Em] lánh
Tiếng hát [C] ai vang động cây [Am] rừng
Phải chăng [G] em cô gái mở [Em] đường
Không thấy mặt [D] người chỉ [G] nghe tiếng [D] hát
[C] Ơi những cô con [Em] gái đang ngày [C] đêm mở [G] đường
[Em] Hỏi em bao nhiêu [C] tuổi mà sức [G] em [C] phi [Em] thường

[Em] Em đi lên [G] rừng cây [D] xanh mở [Em] lối
Em đi lên [C] núi núi [G] ngả [C] cúi [Am] đầu
Em [G] đi bắc [D] những nhịp [Em] cầu
Nối [D] những con [Em] đường Tổ [Am] Quốc yêu [C] thương
Cho [Am] xe thẳng [D] tới chiến [Em] trường

[G] Cô [D] gái miền [G] quê ra đi cứu [Em] nước
Mái tóc [C] xanh xanh tuổi trăng [Am] tròn
Bàn tay [G] em phá đá mở [Em] đường
Gian khó phải [D] lùi nhường [G] em tiến [D] bước
[C] Em có nghe tiếng [Em] súng nơi tiền [C] phương giục [G] lòng
[Em] Miền Nam tha thiết [C] gọi cả nước [G] ta [C] lên [Em] đường

[Em] Tiếng nói Bác [G] Hồ trong [D] tim ngời [Em] sáng
Như sao mai [C] lấp lánh [G] rọi [C] núi [Am] rừng
Soi [G] cho em [D] đắp chặng [Em] đường
Trên [D] đất quê [Em] nhà Tổ [Am] Quốc yêu [C] thương
Ôi [Am] con đường [D] mới anh [Em] hùng

[G] Đêm [D] đã về [G] khuya sương rơi ướt [Em] áo
Tiếng hát [C] em vẫn vang vọng núi [Am] rừng
Mặc bom [G] rơi pháo sáng mịt [Em] mùng
Em vẫn mở [D] đường để [G] xe đi [D] tới
[C] Yêu biết bao cô [Em] gái vui ngày [C] đêm mở [G] đường
[Em] Rừng trăm hoa thắm [C] nở chẳng có [G] hoa [C] nào [Em] bằng

[Em] Em đi san [G] rừng em [D] đi bạt [Em] núi
Em như con [C] suối nước [G] chảy [C] không [Am] ngừng
Em [G] đang bước [D] tiếp chặng [Em] đường
Theo [D] những anh [Em] hùng Tổ [Am] Quốc yêu [C] thương
Góp [Am] công cùng [D] tiền phương [C] chiến thắng [Em] thù
"|NULL|NULL|NULL|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Co-gai-mo-duong-Top-ca-Quan-khu-7/IWZ9BIIA.html"
"73"|"Con Đường Đến Trường"|"con duong den truong"|"Một [Am]chiều đi trên con đường này 
Hoa điệp [G]vàng trải dưới chân [C]tôi 
Ngập [Am]ngừng trong tôi như thầm [Dm]hỏi 
[E7]Đường về trường ôi sao lạ [E7]quá! 

Một [Am]lần đi qua con đường này 
Bao kỷ [G]niệm chợt sống trong [C]tôi 
Về [Am]lại trong sân ngôi trường [Dm]này 
[E7]Còn đâu đây nỗi nhớ vô [Am]bờ… 

[Am]Nhớ nhớ những ngày nơi [G]đây 
Cùng bạn bè sống dưới mái trường [Dm]này 
Nhớ tiếng nói thầy [Am]cô 
Chắp cánh ta [E7]bay bay vào cuộc [E7]sống… 

[Am]Nhớ nhớ mỗi mùa thi [G]qua 
Là một lần ghi dấu trong cuộc [Dm]đời 
Nhớ ghế đá hàng [Am]cây 
Làm bạn cùng [E7]tôi mỗi lần đến [Am]trường 

Nhớ [Am]mãi ngày chia [E7]tay 
Nụ cười còn xao xuyến lòng [Am]ai 
Nhớ [Am]mãi ngày chia [E7]tay 
Cùng bạn bè đến những miền [Am]xa 
"|NULL|"108"|"11"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Con-Duong-Den-Truong-Dam-Vinh-Hung/IWZ98OD9.html"
"74"|"Con Đường Màu Xanh"|"con duong mau xanh"|"Này người [G]yêu xin quay mặt đi 
Đã [Bm]hết yêu thương lâu [Em]rồi 
Này người [C]yêu em đi về đi 
Nhưng xin [Bm]em đừng hờn trách [Em]tôi 
[C]Vì giờ đây, [Bm]trái tim đã giá [D]lạnh 

Nhìn giọt [G]mưa bay trong chờ mong 
Khẽ [Bm]xóa môi son phai [Em]nhạt 
Nhìn giọt [C]mưa bay trong chiều thu 
Cho [Bm]ai lòng thầm nát [Em]tan 
[C]Vì giờ đây tôi và em chia [D]tay 

Người yêu [G]hỡi vẫy tay biệt ly 
Em cô [Bm]đơn trên con đường [Em]dài 
Giọt nước [G]mắt hãy lau thật khô 
Vì không [Bm]muốn thấy em u [Em]sầu 
[C]Tôi mong em từ nay 
Hãy xóa [Bm]hết tâm tư buồn [D]vương 

Người yêu [G]hỡi vẫy tay biệt ly 
Em thênh [Bm]thang trên con đường [Em]tình 
Giọt nước [G]mắt hãy lau thật khô 
Tình yêu [Bm]đã tan theo mây [Em]trời 
[C]Tôi mong em từ nay 
Nhìn lại [C]con đường em đi [D]trên 
Đầy màu [G]xanh 
"|NULL|"109"|"109"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Con-Duong-Mau-Xanh-Trinh-Nam-Son/ZWZAID7A.html"
"75"|"Có Phải Em Mùa Thu Hà Nội "|"co phai em mua thu ha noi "|"[F] Tháng tám [C]mùa thu, lá [Bb]rơi vàng [F]chưa nhỉ 
Từ độ [Bb]người đi thương nhớ [F]âm thầm 
Có [Bb]phải em là [Dm]mùa thu [Am]Hà Nội 
Tuổi [Gm]phong sương ta [C7]cũng gắng [F]đi tìm 
Có [Bbm]phải em mùa [C7]thu xưa 

Có bóng [C]mùa thu [Bb]thức ta lòng [F]sang mùa 
Một ngày [Bb]về xuôi chân ghé Thăng [F]Long buồn 
Có [Bb]phải em là [Dm]mùa thu [Am]Hà Nội 
Ngày [Gm]sang thu anh [C7]lót lá [F]em nằm 
Bên [Bbm]trời xa sương [F]gió bay [

Bb] Thôi thì có [F]em đời ta hy vọng [C7] Thôi thì có em [Bb]sương khói [F]môi mềm 
Có [Bbm]phải em là mùa thu [Fm]Hà Nội 
Nghe [Bbm]đâu đây [Fm]lá ướt và [Db]mi xanh 
Nghe [Bbm]đâu đây hồn Trưng Vương [C7]sông hát 

Có chắc [C]mùa thu lá [Bb]rơi vàng [F]tiếng gọi 
Lệ mừng [Bb]gặp nhau xôn xao phím [F]dương cầm 
Có [Bb]phải em là [Dm]mùa thu [Am]Hà Nội 
Nghìn [Gm]năm sau ta [C7]níu bóng [F]quay về 
Ôi mùa [Bbm]thu của [F]ước mơ "|NULL|"110"|"111"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Co-Phai-Em-Mua-Thu-Ha-Noi-Hong-Nhung/ZWZABZ8Z.html"
"76"|"Cô Tấm Ngày Nay"|"co tam ngay nay"|"Quê [G]Hương chốn thanh [D]bình có [C]bầu trời xanh thắm [D7]xanh. 
Đồng [G]lúa thẳng cánh cò [D]bay lấp lánh cánh [Am]diều mơ ước tuổi [D7]thơ 
Em [G]ra chốn đô [D]thành xa [C]rời vòng tay mẹ [D]yêu 
Từ [Em]nay giữa chốn phồn [Bm]hoa xa rời cánh [D7]diều mơ ước hôm [G]nào 

[G]Xa cánh [Am]diều mơ ước tuổi [Bm]thơ 
Nhớ [Am]thương những lời mẹ [Em]ru những [Am]đêm trăng rằm sáng [C][D7]trong 
[G]Mơ ước [Am cô Tấm ngày xưa [Bm]thành sớm [Am]hôm không ngại gian [Em]khó . Tiếng [Am]chim oanh vàng thiết [D7]tha 

Em [G]ra chốn đô [D]thành mong [C]thành cô Tấm ngày [D7]nay 
Từ [Em]nay giữa chốn phồn [Bm]hoa lấp lánh cánh [D7]diều mơ ước hôm [G]nào "|NULL|"113"|"112"|NULL|NULL|"2013-01-01"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Co-Tam-Ngay-Nay-Quang-Linh/IWZAW68C.html"
"77"|"Đêm Lao Xao"|"dem lao xao"|"Đêm [Bm]đông lao xao, đêm [Em]đông nhớ ai? 
Đêm [A]đông cô đơn vắng [D]ai? [F#]
Cơn [Bm]mưa lao xao, cơn [Em]mưa nhớ ai? 
[A]Ôi, hạt [F#]mưa rơi khóc [Bm]thầm! 

Anh [Bm]đang nơi đâu? Anh [Em]thương nhớ ai? 
Bao [A]đêm cô đơn vắng [D]anh. 
Mong [Bm]cho đôi ta, bên [Em]nhau mãi thôi! 
[A]Cho hạt [F#]mưa rơi hết [Bm]buồn 

ĐK: 
Tình yêu như cánh chim [Bm]trời vụt bay theo gió [F#m]mãi trôi! 
Để bao thương nhớ âm [G]thầm , thiết [A]tha vô [D]bờ [F#]
Đèn khuya có thấu [Bm]hay chăng, lẻ loi tôi đang [F#m]ngóng trông 
Thì mây mưa cứ trôi [G]hoài , khát [F#]khao chờ [Bm]mong 

Chợt nghe chư tiếng em [Bm]cười, cỏ cây như muốn [F#m]níu chân 
Nhẹ nâng câu hát ban [G]đầu, dấu [A]xưa tuyệt [D]vời. [F#]
Một mai anh sẽ [Bm]quay về, bờ môi mang bao [F#m]thiết tha. 
Bài ca in mãi trong [G]lòng, sẽ [F#]không nhạt [Bm]phai! "|NULL|"115"|"114"|NULL|NULL|"2013-06-21"|"user1"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Dem-Lao-Xao-Phuong-Thanh/IWZAWEFI.html"
